C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
5	19	αὐτόν		,	αὐτός	G08460	RP	,,3AMS,
5	20	γινωσκέτω			γινώσκω	G10970	V	MPA3,,S,
5	20	ὅτι			ὅτι	G37540	CS	,,,,,,,
5	20	ὁ			ὁ	G35880	RD	,,,NMS,
5	20	ἐπιστρέψας			ἐπιστρέφω	G19940	V	PAA,NMS,
5	20	ἁμαρτωλὸν			ἁμαρτωλός	G02680	NS	,,,AMS,
5	20	ἐκ			ἐκ	G15370	P	,,,,G,,,
5	20	πλάνης			πλάνη	G41060	N	,,,,GFS,
5	20	ὁδοῦ			ὁδός	G35980	N	,,,,GFS,
5	20	αὐτοῦ		,	αὐτός	G08460	RP	,,3GMS,
5	20	σώσει			σῴζω	G49820	V	IFA3,,S,
5	20	ψυχὴν			ψυχή	G55900	N	,,,,AFS,
5	20	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
5	20	ἐκ			ἐκ	G15370	P	,,,,G,,,
5	20	θανάτου		,	θάνατος	G22880	N	,,,,GMS,
5	20	καὶ			καί	G25320	CC	,,,,,,,
5	20	καλύψει			καλύπτω	G25720	V	IFA3,,S,
5	20	πλῆθος			πλῆθος	G41280	N	,,,,ANS,
5	20	ἁμαρτιῶν		.	ἁμαρτία	G02660	N	,,,,GFP,
